束ID,9相談,束,質問原文（受講生名・スタッフ名マスク済み）,日時,出典行(questions_all_full.csv)
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,お世話になっております。 業務委託契約書につきまして、内容を確認させていただきたく存じます。 お手数をおかけいたしますが、ご共有いただけますでしょうか。 何卒よろしくお願いいたします。,2026-05-02 19:17:47,572
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,お世話になっております。 業務委託契約書につきまして、内容を確認させていただきたく存じます。 お手数をおかけいたしますが、ご共有いただけますでしょうか。 何卒よろしくお願いいたします。,2026-05-02 19:17:47,573
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,ご返信いただきありがとうございます。 なんの業務委託契約書かが存じ上げないのでメールのスクショを一緒に送らせていただきます。 ご確認のうえご対応いただけますと幸いです。 お手数をおかけいたしますが、何卒よろしくお願いいたします。,2026-05-03 02:04:33,609
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-04 09:38:02,728
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-04 09:38:02,729
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-04 09:38:02,730
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-04 19:26:12,808
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-04 19:26:12,809
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-04 19:26:12,810
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,応募 面談数 契約数 3件 0件 0件,2026-05-04 20:00:59,827
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,契約前に、1年間を過ぎても2.3年は受験生サイト以外の利用も延長できると伺いました。契約書には明記されてませんが、そのような運用はされてますでしょうか？,2026-05-04 21:15:54,846
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,ふと気になり質問します。契約前に、1年間を過ぎても2.3年は受験生サイト以外の利用も延長できると伺いました。契約書には明記されてませんが、実際そのような運用はされてますでしょうか？,2026-05-04 21:41:04,854
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-05 12:18:29,927
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-05 12:18:29,928
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-05 12:18:29,929
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-05 12:18:29,930
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"​いつも大変お世話になっております。​2024年11月28日に契約いたしました件につきまして、現在の支払い状況を確認させていただきたくご連絡いたしました。​お忙しいところ恐縮ですが、以下の点についてご確認とご回答をいただけますでしょうか。​1. 支払い状況の確認 現在、月額28,500円のお支払いが発生しておりますが、以下の状況を教えていただけますでしょうか。​現在の累計支払い金額​残り回数（および残債額）​2. 支払いの内訳について 月額28,500円の内訳についてですが、こちらは「契約時の総額を分割して支払っている」という認識で相違ないでしょうか。 現在の設定状況を改めて確認させていただけますと幸いです。​お手続きの詳細とあわせて、折り返しのご連絡をお待ちしております。 今後とも何卒よろしくお願い申し上げます。",2026-05-05 12:18:29,931
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,◯◯さんへ お世話になっております 講師の方から以下の返信でした 拝見しました！ 方向性としてはかなり良いです。 ただ、最初から②〜④まで全部を完全自動化しようとすると、設計が大きくなりすぎて途中で動かなくなる可能性が高いです。 まずは「訪問メモを入力したら、病状報告の下書きに整える」など、一部業務の自動化から始めるのがおすすめです。 そのうえで、Claude Codeを使って「どの入力を受け取るか」「どの形式で出力するか」「どこまでをAIに任せ、どこから人が確認するか」を壁打ちしながら要件定義していくと進めやすいです。 今回の内容だと、Difyチャットフローで作ってもよいですが、全体設計やプロセス整理はClaude Codeで一緒に詰める方が向いています。 Claude Codeの講義はこちらです。 〔URL省略〕 医療記録なので、AIは正式記録を完成させる役割ではなく、◯◯さんが確認するための下書きを作る役割にするのが安全です。 まずは「日次メモ → 病状報告の下書き」だけを動く形にして、そこから月次報告の要約へ広げていきましょう！ 自走している結果だいぶ違うのと、 結局、相手が求める自動化の実装は厳しいという印象ですが、どう思いますか？ ふと、思ったんだですけど、 当初の目標の支払い日までに月額はマネタイズが実現が厳しいですね 有言実行できず 3ヶ月後のバイト分のマネタイズをして辞めているとか 1年後の今の給料と同じ額を副業で稼ぐ目標達成も厳しいのかなと思ってます 最終的に目標達成できてればと、アドネスの方はおっしゃると思いますが、現実支払いはじまるので… もちろん僕が副業にフルベットできないのが悪いんですが…… やはり辞めるのも考えないとかなと。,2026-05-05 21:11:29,1022
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,そしてこの講義はほぼ終えてホームページは作れるようになりました、次はどうすれば請求書に繋げられますか？？,2026-05-06 18:25:36,1149
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,お疲れ様です！ 色々考え得た結果ここで打ち切りという形でお願いしたいです。 支払いの件は3分割してお支払いしたいです。,2026-05-07 11:22:43,1261
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"ありがとうございます。面談については徐々に予定が入ってきているので続けていきながら別のニーズが無いか引き出し、別案件に繋げられないか進めていこうと思います。 またプロフィールについては、以下貼り付けさせていただきます。 【洋菓子ブランド運営15年 × 実務で使えるAIを自社で実装・運用中】 すべて自社事業で動かしているから机上で終わりません。 ▼一行プロフィール 洋菓子ブランドの企画・マーケ責任者（年商約30億円／店舗350店規模）。 商品企画から経営判断まで一貫して関わりつつ、自社へのAI導入を主導し、 ""実務で使えるレベル"" まで実装・運用しています。 ▼3つの強み ①AIを業務に組み込む ""実装者"" Claude／Gemini／NotebookLM／Claude in Excel／Claude in Chrome を日常活用。 ・python-pptx × Claude で提案資料を半自動生成 ・商品名生成カスタムツール（Gemini Gem）を社内定着 ・NotebookLM による社内ナレッジベース構築 ・プロンプトテンプレート設計／業務フローへのAI埋め込み ""動くもの"" を自分の手で作り、自分の組織で使われている状態にしています。 ②現場で続く設計力 ""導入したけど誰も使わない"" が起きない実装を設計します。 紙運用→Google Sheets移行、属人化マニュアル整備、製造管理書類の集約など、 入力フォーマット設計→運用マニュアル→店舗教育→段階展開（テスト店→全店）まで 一気通貫で動かします。 ③企画→提案→実装まで完結 ヒアリング→課題整理→提案書作成→実装→運用定着まで、すべて自分で動かします。 洋菓子業界の法人取引15年（製造／販売／企画／デザイナー／印刷／卸先） で培った関係者調整力もセットです。少額予算で「一人に任せたい」案件に最適です。 ▼直近の実績ハイライト ・年商約30億円・店舗350店規模の洋菓子ブランド運営・企画責任者 ・社内AI研修コンテンツ（スライド＋ハンズオン）を内製・社内展開を主導 ・販売日報AIスプレッドシート ▼こんな依頼に応えられます ・社内マニュアル／ナレッジを AI で検索・参照できる形にしたい → NotebookLM 等での実装＋運用定着支援 ・提案書／企画書／コンセプトシートの作成時間を半分にしたい → プロンプトテンプレート設計＋pptx自動生成スクリプト ・社内向けAI研修を打ちたいが何を教えれば良いかわからない → 業務に直結するハンズオン研修コンテンツの企画・制作 ・紙やExcelで属人化している業務を、現場が使える形でデジタル化したい → Google Sheets × Apps Script による業務効率化 ・新規事業／新商品のコンセプトを言語化したい → 業界15年の現場感を踏まえたブランドコピーライティング ▼こんな企業に向いています ・中小企業／製造業／飲食・小売 ・自社にAI専任者がいない／DXを社内人材で進めたい ・コンサルではなく ""現場で手を動かす人"" が欲しい ・少額予算で「一人に任せたい」スポット〜伴走案件 ▼お受けしていない領域 ・本格的なPython大規模開発／システム開発 ・常駐型PM／月160時間規模のフルコミット案件 ・ネット広告運用代行 ・本格的なデザイン業務（簡易資料デザインは可） ▼稼働条件 ・月50〜60時間／週4日 ・平日夜（18時〜）／土日日中／事前調整で平日日中も可 ・フルリモート前提（対面は東京・神奈川エリア対応可） ▼料金目安 ・時間単価：¥2,000〜¥5,000（要件規模により応相談） ・伴走案件：月額10〜30万円（月50〜60時間想定／稼働量・要件により応相談）",2026-05-09 22:47:19,1587
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"ありがとうございます。面談については徐々に予定が入ってきているので続けていきながら別のニーズが無いか引き出し、別案件に繋げられないか進めていこうと思います。 またプロフィールについては、以下貼り付けさせていただきます。 【洋菓子ブランド運営15年 × 実務で使えるAIを自社で実装・運用中】 すべて自社事業で動かしているから机上で終わりません。 ▼一行プロフィール 洋菓子ブランドの企画・マーケ責任者（年商約30億円／店舗350店規模）。 商品企画から経営判断まで一貫して関わりつつ、自社へのAI導入を主導し、 ""実務で使えるレベル"" まで実装・運用しています。 ▼3つの強み ①AIを業務に組み込む ""実装者"" Claude／Gemini／NotebookLM／Claude in Excel／Claude in Chrome を日常活用。 ・python-pptx × Claude で提案資料を半自動生成 ・商品名生成カスタムツール（Gemini Gem）を社内定着 ・NotebookLM による社内ナレッジベース構築 ・プロンプトテンプレート設計／業務フローへのAI埋め込み ""動くもの"" を自分の手で作り、自分の組織で使われている状態にしています。 ②現場で続く設計力 ""導入したけど誰も使わない"" が起きない実装を設計します。 紙運用→Google Sheets移行、属人化マニュアル整備、製造管理書類の集約など、 入力フォーマット設計→運用マニュアル→店舗教育→段階展開（テスト店→全店）まで 一気通貫で動かします。 ③企画→提案→実装まで完結 ヒアリング→課題整理→提案書作成→実装→運用定着まで、すべて自分で動かします。 洋菓子業界の法人取引15年（製造／販売／企画／デザイナー／印刷／卸先） で培った関係者調整力もセットです。少額予算で「一人に任せたい」案件に最適です。 ▼直近の実績ハイライト ・年商約30億円・店舗350店規模の洋菓子ブランド運営・企画責任者 ・社内AI研修コンテンツ（スライド＋ハンズオン）を内製・社内展開を主導 ・販売日報AIスプレッドシート ▼こんな依頼に応えられます ・社内マニュアル／ナレッジを AI で検索・参照できる形にしたい → NotebookLM 等での実装＋運用定着支援 ・提案書／企画書／コンセプトシートの作成時間を半分にしたい → プロンプトテンプレート設計＋pptx自動生成スクリプト ・社内向けAI研修を打ちたいが何を教えれば良いかわからない → 業務に直結するハンズオン研修コンテンツの企画・制作 ・紙やExcelで属人化している業務を、現場が使える形でデジタル化したい → Google Sheets × Apps Script による業務効率化 ・新規事業／新商品のコンセプトを言語化したい → 業界15年の現場感を踏まえたブランドコピーライティング ▼こんな企業に向いています ・中小企業／製造業／飲食・小売 ・自社にAI専任者がいない／DXを社内人材で進めたい ・コンサルではなく ""現場で手を動かす人"" が欲しい ・少額予算で「一人に任せたい」スポット〜伴走案件 ▼お受けしていない領域 ・本格的なPython大規模開発／システム開発 ・常駐型PM／月160時間規模のフルコミット案件 ・ネット広告運用代行 ・本格的なデザイン業務（簡易資料デザインは可） ▼稼働条件 ・月50〜60時間／週4日 ・平日夜（18時〜）／土日日中／事前調整で平日日中も可 ・フルリモート前提（対面は東京・神奈川エリア対応可） ▼料金目安 ・時間単価：¥2,000〜¥5,000（要件規模により応相談） ・伴走案件：月額10〜30万円（月50〜60時間想定／稼働量・要件により応相談）",2026-05-09 22:47:19,1588
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,僕の契約の詳細教えて欲しいです,2026-05-10 22:43:08,1719
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,スキルプラスをやめようか少し考えています。 現状、辞めた場合、どのくらい料金が発生するのかお聞きしたいです。,2026-05-10 23:53:28,1730
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,スキルプラスをやめようか少し考えています。 現状、辞めた場合、どのくらい料金が発生するのかお聞きしたいです。,2026-05-10 23:53:28,1731
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,◯◯さん昨日はありがとうございうました。内容的にまだまったく把握できtえいません💦。◯◯さんへの質問はオプチャからするんでしょうか？どこから聞けばいいですか？あと、こちらのAIにいろいろ聞いていたのですが、「トークン残量が少なくなっています。settings 権限を持つメンバーに請求確認をご依頼ください。」と表示されて質問できなくなっています。どうすればいいでしょうか？＿,2026-05-12 07:32:41,2069
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,◯◯さん、返信ありがとうございます🙇 ワクワクとハラハラの気持ちで本日22:30のプライベートコンサルの時間を心待ちにしています。 ベストな状態で聞けるよう家事を終わらせておこうと思います。 プロジェクトの内容は、追加で料金がかかるのか、正直1番気になります。 事前に「ここを聞きたい」テーマを整理したいですが、内容が分からないだけに質問が思い浮かびませんが、今できることをやりつつ楽しみに待っています。 では宜しくお願い致します🙇,2026-05-12 16:09:01,2132
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,AI活用支援について 現在オフラインに参加するためのHPを作成中ですが AI活用支援、AIコンサルトは具体的に何をすればいいのでしょうか？ AI月額顧問等も含まれるのでしょうか？また、月額で10万〜のプランをAI月額顧問で用意する際はどのような中身にすればよろしいのでしょうか？ ある程度claudecodeで色んなことができると自負はしております。 ただ、未だに収益に繋がっておりません,2026-05-12 18:58:54,2188
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,◯◯さん お世話になります！◯◯です 現状報告です。 クラウドワークスにて1日5件応募している中、多くの返信をいただきミーティングを予定しております。 6件以上の方に興味持っていただいておりますが 仮に全てが契約になってしまった場合、自分の負担が多くなってしまうと予想しております。 どう対応していくか、ご教示いただきたいです。 例えば、単価の高いもの、継続案件になりそうなものを契約していく感じでしょうか。 よろしくお願いいたします。,2026-05-12 20:18:11,2205
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,◯◯さん、お世話になっております！ 現状の共有とアフェリエイトに関してです！ 【現状】 ・2名の方の契約を継続して頂いていますが、当初お話を聞いていたよりかは案件を頂けず、今月は今日時点で1万8千円と、目標の5万まで遠い状態となっており、焦りを感じております💦 残り3万2千円なので → （仮） 単価8千円➡️2本 単価5千円➡️2本 となっても、まだ6千円届きません💦 なので、クラウドワークスにて営業を頑張ろうと思います💦 【アフェリエイト】 一旦動画納品など完了したので、アフェリエイトを始めようと思ったのですが、サーバーを用意する段階からつまづいてしまいました💦 「サーバーを用意する」という点からわからず、足踏み状態です🙇‍♂️ ちなみに私はもっと大きく稼◯◯様になりたいのですが、この動画編集とアフェリエイトを今頑張る事で、◯◯様なロードマップを辿るのでしょうか❓ とりあえずやろうという気持ちでやってはいますが、正直今は10万も本当にいけるのかな❓という状態なので💦,2026-05-13 21:41:36,2401
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,ホームからは入門コースだけ見れますね 一応何ヶ月か前から入ってるんですけど、全部見れるようになりますか 追加で料金が必要なんでしょうか,2026-05-14 07:26:29,2429
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,1 スキルプラスの受講期間について 2 今スタンダードプランを、受講してますがサポートはいつまで行われますか。 なお、サポート期間終了後に延長したい場合は、また再入会が必要でしょうか？,2026-05-14 11:55:58,2441
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,契約した日にちと契約金がわからないです,2026-05-14 21:49:54,2508
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,"クーリングオフ通知 アドネス株式会社 ◯◯様 住所：〒537-0022 大阪府大阪市東成区中本5-13-10-309 （フリガナ）：ヨシムラユキコ ご契約者名：吉村有紀子 電話番号：〔電話番号省略〕 申込日：2026年5月7日 書面受領日：2026年5月9日 ①販売店名：アドネス株式会社 ②販売店住所：〒160-0004 東京都新宿区四谷4-10-12 四谷sfida base ③電話番号：〔電話番号省略〕 ④購入商品・役務名：スキルプラススタンダードプラン ⑤金額：798,000円 上記日付の申込は撤回し、又は契約は解除します。 通知日：2026年5月15日",2026-05-15 15:20:41,2563
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,50万ガチで稼げるようになる！コミュニティについて質問です！ AIチャットですが、トークン残量が少なくなっています。settings 権限を持つメンバーに請求確認をご依頼ください。 と表示されています。 現状まだ操作はしていないですが、特に気にする必要はないでしょうか,2026-05-15 18:15:38,2587
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,請求根拠の方書面で送れますか？,2026-05-17 19:31:40,2685
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,お世話になります。 今の支払い状況を確認させてもらいたいです。 ペイするまで保証を申請しているのですが、支払い分の料金の完済は2027年の2月だと思うのですがあってますでしょうか？ その月の支払い終了で継続も終了したいです。よろしくお願いいたします。,2026-05-18 08:45:17,2724
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,お世話になります。 今の支払い状況を確認させてもらいたいです。 ペイするまで保証を申請しているのですが、支払い分の料金の完済は2027年の2月だと思うのですがあってますでしょうか？ その月の支払い終了で継続も終了したいです。よろしくお願いいたします。,2026-05-18 08:45:17,2725
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,お世話になります。 今の支払い状況を確認させてもらいたいです。 ペイするまで保証を申請しているのですが、支払い分の料金の完済は2027年の2月だと思うのですがあってますでしょうか？ その月の支払い終了で継続も終了したいです。よろしくお願いいたします。,2026-05-18 08:45:17,2726
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,お世話になります。 今の支払い状況を確認させてもらいたいです。 ペイするまで保証を申請しているのですが、支払い分の料金の完済は2027年の2月だと思うのですがあってますでしょうか？ その月の支払い終了で継続も終了したいです。よろしくお願いいたします。,2026-05-18 08:45:17,2727
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,1.現在のコースについて 2.現在、4.3の案件獲得まで進めていますが、そこで作業が止まっている状態です。 理由としては ①大変、勉強になりましたが実際、1人で依頼を対応出来るのか不安。 ②契約した後の取引先へのサポートが対応出来るかどうか。 ③レスポンス良く時間が取れるかどうか。 などがあるためです。 そこでご相談としては最近、出た動画編集コースに変更していいのかどうか？ これを選択した理由としては今までプライベートで動画撮影をやっていて動画作成が作成も好きであること。 ただ、チャットボットは楽しかったので今の生活や働き方が変わってきたら再度、復活はしたいと考えている。 以上になります。 ご確認のほど、宜しくお願い致します。,2026-05-18 13:50:21,2756
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,お世話になっております！ 自分が契約してたプランを知りたいんですが、知る方法はありますでしょうか？,2026-05-19 16:20:51,2855
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,時計の再修理対応にも追われています。 個人のお客様は説明が不十分だとヒステリックを起こしてしまう方もおり、やりとりをAIで自動化するメリット（説明不足を避けられる）と、デメリット（誠意が無いと思われてしまう）が両方あるように思えました。 実体験として、個人の女性のお客様から他社で断られた時計がうちに来て修理した →受け取り時点での瑕疵あり（恐らく他社の見積もり作業で断念した痕跡によるもの）の状態の説明が不十分なまま見積もり料金に変更がなかったことを理由に作業完了し、瑕疵部分に関しては修理不可でオーバーホール作業のみして返送 →マイルストーン的な逐一の報告説明が不十分な対応に不満を抱かれてしまい、クレームとなってしまいました。 訪問を求められたわけではないですが、そのお客様のご自宅（埼玉県朝霧市）まで公共交通機関で行ける距離なので、訪問での謝罪と状況確認に伺おうと思いました。 何か誠意をお見せするのに、アドバイスがあれば、よろしくお願い致します。,2026-05-20 08:04:21,2898
S3-02,💳サービス③ お支払い・ご契約,料金・受講料・プラン・契約内容,◯◯様 業務委託も個人のお客様も同じ対応であって然るべきですよね！ 流れまでアドバイスくださっても有り難いです！ 本来であればサポート外かもしれないところ、ここまでサポートしてくださっているので、スキルプラスに料金をお支払いしている価値はあると感じています！ 兎に角「聞く」モードでご対応致します！ ありがとうございます😭,2026-05-20 14:23:23,2913
